event_id,stock_code,stock_name,from_year,to_year,year_gap,is_consecutive_pair,from_doc_id,to_doc_id,dividend_delta,ocf_delta_cny,profit_delta_cny,risk_score_delta,base_attention_score_delta,final_attention_score_delta,cross_year_pressure_score,event_type,review_reason
600663_2021_2022,600663,陆家嘴,2021,2022,1,True,1212740393,1216273292,-4.0,-4253793833.91,-3226134065.08,2.26,1.16,12.16,55.0,dividend_with_negative_cashflow;dividend_with_profit_decline,current-year dividend with negative operating cash flow; profit declines while dividend remains
600663_2021_2023,600663,陆家嘴,2021,2023,2,False,1212740393,1222823303,-4.21,7665783245.23,-3217432119.21,2.26,-22.6,-19.6,15.0,dividend_with_profit_decline,profit declines while dividend remains
600663_2021_2024,600663,陆家嘴,2021,2024,3,False,1212740393,1223218010,-4.7212,-2398917192.82,-2802398775.91,2.26,-25.66,-22.66,15.0,dividend_with_profit_decline,profit declines while dividend remains
600663_2022_2023,600663,陆家嘴,2022,2023,1,True,1216273292,1222823303,-0.21,11919577079.14,8701945.87,0.0,-23.76,-31.76,0.0,baseline,cross-year baseline comparison
600663_2022_2024,600663,陆家嘴,2022,2024,2,False,1216273292,1223218010,-0.7212,1854876641.09,423735289.17,0.0,-26.82,-34.82,0.0,baseline,cross-year baseline comparison
600663_2023_2024,600663,陆家嘴,2023,2024,1,True,1222823303,1223218010,-0.5112,-10064700438.05,415033343.3,0.0,-3.06,-3.06,0.0,baseline,cross-year baseline comparison
600665_2020_2021,600665,天地源,2020,2021,1,True,1209833820,1212854184,-572.94,-3207149715.33,48031102.11,-4.52,-1.13,-1.13,0.0,baseline,cross-year baseline comparison
600665_2020_2022,600665,天地源,2020,2022,2,False,1209833820,1216094888,-43.19,-2481250459.03,13890406.3,-4.52,-1.13,4.87,0.0,baseline,cross-year baseline comparison
600665_2020_2023,600665,天地源,2020,2023,3,False,1209833820,1219907193,,-2854664441.31,-719163710.23,-4.52,-13.63,-7.63,15.0,baseline,profit turns or remains negative
600665_2020_2024,600665,天地源,2020,2024,4,False,1209833820,1223426241,,-4746266861.73,-1348718952.21,-1.7,9.58,21.58,15.0,baseline,profit turns or remains negative
600665_2021_2022,600665,天地源,2021,2022,1,True,1212854184,1216094888,529.75,725899256.3,-34140695.81,0.0,0.0,6.0,30.0,dividend_with_profit_decline,profit declines while dividend remains
600665_2021_2023,600665,天地源,2021,2023,2,False,1212854184,1219907193,,352485274.02,-767194812.34,0.0,-12.5,-6.5,15.0,baseline,profit turns or remains negative
600665_2021_2024,600665,天地源,2021,2024,3,False,1212854184,1223426241,,-1539117146.4,-1396750054.32,2.82,10.71,22.71,26.25,baseline,cross-year base attention score rises; profit turns or remains negative
600665_2022_2023,600665,天地源,2022,2023,1,True,1216094888,1219907193,,-373413982.28,-733054116.53,0.0,-12.5,-12.5,30.0,baseline,profit turns or remains negative
600665_2022_2024,600665,天地源,2022,2024,2,False,1216094888,1223426241,,-2265016402.7,-1362609358.51,2.82,10.71,16.71,26.25,baseline,cross-year base attention score rises; profit turns or remains negative
600665_2023_2024,600665,天地源,2023,2024,1,True,1219907193,1223426241,,-1891602420.42,-629555241.98,2.82,23.21,29.21,60.0,attention_score_jump,cross-year base attention score jumps; profit turns or remains negative
600675_2021_2022,600675,中华企业,2021,2022,1,True,1212671221,1216259939,-0.51,-4326437021.57,-782224429.17,0.0,29.44,46.44,85.0,dividend_with_negative_cashflow;dividend_with_profit_decline;attention_score_jump;high_cross_year_pressure,cross-year base attention score jumps; current-year dividend with negative operating cash flow; profit declines while dividend remains
600675_2021_2023,600675,中华企业,2021,2023,2,False,1212671221,1219650634,-0.25,-2976618653.93,-250118970.44,0.0,21.0,32.25,56.25,dividend_with_negative_cashflow;dividend_with_profit_decline;attention_score_jump;high_cross_year_pressure,cross-year base attention score jumps; current-year dividend with negative operating cash flow; profit declines while dividend remains
600675_2021_2024,600675,中华企业,2021,2024,3,False,1212671221,1223113350,-0.53,-517247149.29,-1122040748.66,0.0,14.82,20.82,26.25,baseline,cross-year base attention score rises; profit turns or remains negative
600675_2022_2023,600675,中华企业,2022,2023,1,True,1216259939,1219650634,0.26,1349818367.64,532105458.73,0.0,-8.44,-14.19,35.0,dividend_with_negative_cashflow,current-year dividend with negative operating cash flow
600675_2022_2024,600675,中华企业,2022,2024,2,False,1216259939,1223113350,-0.02,3809189872.28,-339816319.49,0.0,-14.62,-25.62,15.0,baseline,profit turns or remains negative
600675_2023_2024,600675,中华企业,2023,2024,1,True,1219650634,1223113350,-0.28,2459371504.64,-871921778.22,0.0,-6.18,-11.43,30.0,baseline,profit turns or remains negative
600683_2020_2021,600683,京投发展,2020,2021,1,True,1209681108,1212897448,-1.2,-2330516523.25,-168304709.35,-3.95,-8.19,-2.19,30.0,dividend_with_profit_decline,profit declines while dividend remains
600683_2020_2022,600683,京投发展,2020,2022,2,False,1209681108,1216235519,,-18222989916.62,-294733986.93,-3.95,11.01,16.01,11.25,baseline,cross-year base attention score rises
600683_2020_2023,600683,京投发展,2020,2023,3,False,1209681108,1219493208,,-14194912874.91,-1156162884.33,-3.95,24.01,33.01,37.5,attention_score_jump,cross-year base attention score jumps; profit turns or remains negative
600683_2020_2024,600683,京投发展,2020,2024,4,False,1209681108,1222992709,,-16080309050.98,-1551559820.53,-3.95,24.01,31.51,37.5,attention_score_jump,cross-year base attention score jumps; profit turns or remains negative
600683_2021_2022,600683,京投发展,2021,2022,1,True,1212897448,1216235519,,-15892473393.37,-126429277.58,0.0,19.2,18.2,25.0,baseline,cross-year base attention score rises
600683_2021_2023,600683,京投发展,2021,2023,2,False,1212897448,1219493208,,-11864396351.66,-987858174.98,0.0,32.2,35.2,37.5,attention_score_jump,cross-year base attention score jumps; profit turns or remains negative
600683_2021_2024,600683,京投发展,2021,2024,3,False,1212897448,1222992709,,-13749792527.73,-1383255111.18,0.0,32.2,33.7,37.5,attention_score_jump,cross-year base attention score jumps; profit turns or remains negative
600683_2022_2023,600683,京投发展,2022,2023,1,True,1216235519,1219493208,,4028077041.71,-861428897.4,0.0,13.0,17.0,45.0,baseline,cross-year base attention score rises; profit turns or remains negative
600683_2022_2024,600683,京投发展,2022,2024,2,False,1216235519,1222992709,,2142680865.64,-1256825833.6,0.0,13.0,15.5,26.25,baseline,cross-year base attention score rises; profit turns or remains negative
600683_2023_2024,600683,京投发展,2023,2024,1,True,1219493208,1222992709,,-1885396176.07,-395396936.2,0.0,0.0,-1.5,30.0,baseline,profit turns or remains negative
600736_2020_2021,600736,苏州高新,2020,2021,1,True,1209879258,1213108822,0.3,-6753020641.6,103404369.72,0.0,24.3,42.3,90.0,dividend_up_cashflow_down;dividend_with_negative_cashflow;attention_score_jump;high_cross_year_pressure,cross-year base attention score jumps; dividend rises while operating cash flow declines; current-year dividend with negative operating cash flow
600736_2020_2022,600736,苏州高新,2020,2022,2,False,1209879258,1216705586,0.07,-4252340347.93,7678883.39,2.82,23.63,35.63,60.0,dividend_up_cashflow_down;dividend_with_negative_cashflow;attention_score_jump;high_cross_year_pressure,cross-year base attention score jumps; dividend rises while operating cash flow declines; current-year dividend with negative operating cash flow
600736_2020_2023,600736,苏州高新,2020,2023,3,False,1209879258,1219876783,-0.13,-4207060802.93,-281849469.61,0.0,26.72,37.97,56.25,dividend_with_negative_cashflow;dividend_with_profit_decline;attention_score_jump;high_cross_year_pressure,cross-year base attention score jumps; current-year dividend with negative operating cash flow; profit declines while dividend remains
600736_2020_2024,600736,苏州高新,2020,2024,4,False,1209879258,1223317086,-0.22,-4415542894.93,-171441583.91,2.82,21.89,33.14,56.25,dividend_with_negative_cashflow;dividend_with_profit_decline;attention_score_jump;high_cross_year_pressure,cross-year base attention score jumps; current-year dividend with negative operating cash flow; profit declines while dividend remains
600736_2021_2022,600736,苏州高新,2021,2022,1,True,1213108822,1216705586,-0.23,2500680293.67,-95725486.33,2.82,-0.67,-6.67,55.0,dividend_with_negative_cashflow;dividend_with_profit_decline,current-year dividend with negative operating cash flow; profit declines while dividend remains
600736_2021_2023,600736,苏州高新,2021,2023,2,False,1213108822,1219876783,-0.43,2545959838.67,-385253839.33,0.0,2.42,-4.33,33.75,dividend_with_negative_cashflow;dividend_with_profit_decline,current-year dividend with negative operating cash flow; profit declines while dividend remains
600736_2021_2024,600736,苏州高新,2021,2024,3,False,1213108822,1223317086,-0.52,2337477746.67,-274845953.63,2.82,-2.41,-9.16,33.75,dividend_with_negative_cashflow;dividend_with_profit_decline,current-year dividend with negative operating cash flow; profit declines while dividend remains
600736_2022_2023,600736,苏州高新,2022,2023,1,True,1216705586,1219876783,-0.2,45279545.0,-289528353.0,-2.82,3.09,2.34,55.0,dividend_with_negative_cashflow;dividend_with_profit_decline,current-year dividend with negative operating cash flow; profit declines while dividend remains
600736_2022_2024,600736,苏州高新,2022,2024,2,False,1216705586,1223317086,-0.29,-163202547.0,-179120467.3,0.0,-1.74,-2.49,33.75,dividend_with_negative_cashflow;dividend_with_profit_decline,current-year dividend with negative operating cash flow; profit declines while dividend remains
600736_2023_2024,600736,苏州高新,2023,2024,1,True,1219876783,1223317086,-0.09,-208482092.0,110407885.7,2.82,-4.83,-4.83,35.0,dividend_with_negative_cashflow,current-year dividend with negative operating cash flow
600743_2020_2021,600743,华远地产,2020,2021,1,True,1209711003,1212974730,,1032774000.0,-1083519500.0,3.95,14.89,23.89,45.0,baseline,cross-year base attention score rises; profit turns or remains negative
600743_2020_2022,600743,华远地产,2020,2022,2,False,1209711003,1216663767,,-4508246800.0,-4235773400.0,3.95,22.39,29.89,37.5,attention_score_jump,cross-year base attention score jumps; profit turns or remains negative
600743_2020_2023,600743,华远地产,2020,2023,3,False,1209711003,1219854998,,-6239421200.0,-1950810500.0,0.0,28.9,36.4,37.5,attention_score_jump,cross-year base attention score jumps; profit turns or remains negative
600743_2020_2024,600743,华远地产,2020,2024,4,False,1209711003,1223414289,,-8233094800.0,-1820907700.0,-1.13,36.12,43.62,37.5,attention_score_jump,cross-year base attention score jumps; profit turns or remains negative
600743_2021_2022,600743,华远地产,2021,2022,1,True,1212974730,1216663767,,-5541020800.0,-3152253900.0,0.0,7.5,6.0,30.0,baseline,profit turns or remains negative
600743_2021_2023,600743,华远地产,2021,2023,2,False,1212974730,1219854998,,-7272195200.0,-867291000.0,-3.95,14.01,12.51,26.25,baseline,cross-year base attention score rises; profit turns or remains negative
600743_2021_2024,600743,华远地产,2021,2024,3,False,1212974730,1223414289,,-9265868800.0,-737388200.0,-5.08,21.23,19.73,37.5,attention_score_jump,cross-year base attention score jumps; profit turns or remains negative
600743_2022_2023,600743,华远地产,2022,2023,1,True,1216663767,1219854998,,-1731174400.0,2284962900.0,-3.95,6.51,6.51,0.0,baseline,cross-year baseline comparison
600743_2022_2024,600743,华远地产,2022,2024,2,False,1216663767,1223414289,,-3724848000.0,2414865700.0,-5.08,13.73,13.73,11.25,baseline,cross-year base attention score rises
600743_2023_2024,600743,华远地产,2023,2024,1,True,1219854998,1223414289,,-1993673600.0,129902800.0,-1.13,7.22,7.22,0.0,baseline,cross-year baseline comparison
600848_2020_2021,600848,上海临港,2020,2021,1,True,1209681921,1213176301,0.0,961438545.71,120846997.36,0.0,-7.5,-7.5,0.0,baseline,cross-year baseline comparison
600848_2020_2022,600848,上海临港,2020,2022,2,False,1209681921,1216402918,-1.0,1483201776.58,-405499283.12,0.0,-21.0,-15.0,15.0,dividend_with_profit_decline,profit declines while dividend remains
600848_2020_2023,600848,上海临港,2020,2023,3,False,1209681921,1219596576,-1.0,-4703451610.74,-353731342.02,-2.26,-6.57,3.43,33.75,dividend_with_negative_cashflow;dividend_with_profit_decline,current-year dividend with negative operating cash flow; profit declines while dividend remains
600848_2020_2024,600848,上海临港,2020,2024,4,False,1209681921,1223073233,-1.0,-3704014805.76,-317794231.59,-2.26,-6.57,0.43,33.75,dividend_with_negative_cashflow;dividend_with_profit_decline,current-year dividend with negative operating cash flow; profit declines while dividend remains
600848_2021_2022,600848,上海临港,2021,2022,1,True,1213176301,1216402918,-1.0,521763230.87,-526346280.48,0.0,-13.5,-7.5,30.0,dividend_with_profit_decline,profit declines while dividend remains
600848_2021_2023,600848,上海临港,2021,2023,2,False,1213176301,1219596576,-1.0,-5664890156.45,-474578339.38,-2.26,0.93,10.93,33.75,dividend_with_negative_cashflow;dividend_with_profit_decline,current-year dividend with negative operating cash flow; profit declines while dividend remains
600848_2021_2024,600848,上海临港,2021,2024,3,False,1213176301,1223073233,-1.0,-4665453351.47,-438641228.95,-2.26,0.93,7.93,33.75,dividend_with_negative_cashflow;dividend_with_profit_decline,current-year dividend with negative operating cash flow; profit declines while dividend remains
600848_2022_2023,600848,上海临港,2022,2023,1,True,1216402918,1219596576,0.0,-6186653387.32,51767941.1,-2.26,14.43,18.43,50.0,dividend_with_negative_cashflow,cross-year base attention score rises; current-year dividend with negative operating cash flow
600848_2022_2024,600848,上海临港,2022,2024,2,False,1216402918,1223073233,0.0,-5187216582.34,87705051.53,-2.26,14.43,15.43,30.0,dividend_with_negative_cashflow,cross-year base attention score rises; current-year dividend with negative operating cash flow
600848_2023_2024,600848,上海临港,2023,2024,1,True,1219596576,1223073233,0.0,999436804.98,35937110.43,0.0,0.0,-3.0,35.0,dividend_with_negative_cashflow,current-year dividend with negative operating cash flow
600895_2021_2022,600895,张江高科,2021,2022,1,True,1213263785,1216411318,0.1,-27792512.13,81594127.78,0.0,0.6,12.6,60.0,dividend_up_cashflow_down;dividend_with_negative_cashflow,dividend rises while operating cash flow declines; current-year dividend with negative operating cash flow
600895_2021_2023,600895,张江高科,2021,2023,2,False,1213263785,1219463872,0.4,-2357465674.35,207277433.52,2.82,3.11,15.11,37.5,dividend_up_cashflow_down;dividend_with_negative_cashflow,dividend rises while operating cash flow declines; current-year dividend with negative operating cash flow
600895_2021_2024,600895,张江高科,2021,2024,3,False,1213263785,1222946501,-0.02,-1973155811.21,241799469.1,0.0,-0.12,6.88,18.75,dividend_with_negative_cashflow,current-year dividend with negative operating cash flow
600895_2022_2023,600895,张江高科,2022,2023,1,True,1216411318,1219463872,0.3,-2329673162.22,125683305.74,2.82,2.51,2.51,60.0,dividend_up_cashflow_down;dividend_with_negative_cashflow,dividend rises while operating cash flow declines; current-year dividend with negative operating cash flow
600895_2022_2024,600895,张江高科,2022,2024,2,False,1216411318,1222946501,-0.12,-1945363299.08,160205341.32,0.0,-0.72,-5.72,18.75,dividend_with_negative_cashflow,current-year dividend with negative operating cash flow
600895_2023_2024,600895,张江高科,2023,2024,1,True,1219463872,1222946501,-0.42,384309863.14,34522035.58,-2.82,-3.23,-8.23,35.0,dividend_with_negative_cashflow,current-year dividend with negative operating cash flow
601155_2020_2021,601155,新城控股,2020,2021,1,True,1209464414,1212753271,-20.5,21602982065.0,-2657713020.0,0.0,-45.0,-45.0,0.0,baseline,cross-year baseline comparison
601155_2020_2022,601155,新城控股,2020,2022,2,False,1209464414,1216298501,-20.5,14152905922.0,-13861965537.0,0.0,-45.0,-45.0,0.0,baseline,cross-year baseline comparison
601155_2020_2023,601155,新城控股,2020,2023,3,False,1209464414,1219446608,-20.5,9775920220.0,-14518696353.0,8.47,-42.88,-42.88,0.0,baseline,cross-year baseline comparison
601155_2020_2024,601155,新城控股,2020,2024,4,False,1209464414,1224697369,-20.5,1130492987.0,-14503406233.0,2.82,-44.29,-44.29,0.0,baseline,cross-year baseline comparison
601155_2021_2022,601155,新城控股,2021,2022,1,True,1212753271,1216298501,0.0,-7450076143.0,-11204252517.0,0.0,0.0,0.0,0.0,baseline,cross-year baseline comparison
601155_2021_2023,601155,新城控股,2021,2023,2,False,1212753271,1219446608,0.0,-11827061845.0,-11860983333.0,8.47,2.12,2.12,0.0,baseline,cross-year baseline comparison
601155_2021_2024,601155,新城控股,2021,2024,3,False,1212753271,1224697369,0.0,-20472489078.0,-11845693213.0,2.82,0.71,0.71,0.0,baseline,cross-year baseline comparison
601155_2022_2023,601155,新城控股,2022,2023,1,True,1216298501,1219446608,0.0,-4376985702.0,-656730816.0,8.47,2.12,2.12,0.0,baseline,cross-year baseline comparison
601155_2022_2024,601155,新城控股,2022,2024,2,False,1216298501,1224697369,0.0,-13022412935.0,-641440696.0,2.82,0.71,0.71,0.0,baseline,cross-year baseline comparison
601155_2023_2024,601155,新城控股,2023,2024,1,True,1219446608,1224697369,0.0,-8645427233.0,15290120.0,-5.65,-1.41,-1.41,0.0,baseline,cross-year baseline comparison
